Dispatch_ID,GPU_ID,Queue_ID,PID,TID,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,Wave_Size,Kernel_Name,Start_Timestamp,End_Timestamp,Correlation_ID,Kernel_ID,CPC_CPC_UTCL2IU_BUSY,CPC_ME1_BUSY_FOR_PACKET_DECODE,SQC_ICACHE_MISSES,SQ_ACTIVE_INST_LDS,SQ_INSTS_GDS,SQ_INSTS_VALU_FMA_F32,SQ_INSTS_VALU_TRANS_F64,SQ_INSTS_VMEM,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,TA_BUFFER_TOTAL_CYCLES_sum,TA_FLAT_ATOMIC_WAVEFRONTS_sum,TCC_ATOMIC_sum,TCC_CC_REQ_sum,TCC_EA0_RDREQ_32B_sum,TCC_REQ_sum,TCP_TCC_ATOMIC_WITH_RET_REQ_sum,TCP_TCC_NC_WRITE_REQ_sum,TCP_TCC_READ_REQ_sum,TCP_TCC_RW_READ_REQ_sum
2156,0,1,235,235,32768,512,0,0,32,0,32,64,bias_kernel,20245068056905,20245068059992,2157,202,1136.0,132989.0,51.0,0.0,0.0,0.0,0.0,4608.0,1876636.0,1876636.0,73728.0,0.0,0.0,0.0,0.0,50934.0,0.0,0.0,16518.0,16518.0
2157,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20245068425662,20245068468399,2158,121,1136.0,226329.0,160.0,0.0,0.0,0.0,0.0,262144.0,669103008.0,669103008.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
2158,0,1,235,235,32768,512,0,0,32,0,32,64,bias_kernel,20245068834631,20245068837798,2159,202,1136.0,130422.0,51.0,0.0,0.0,0.0,0.0,4608.0,1957948.0,1957948.0,73728.0,0.0,0.0,0.0,0.0,50932.0,0.0,0.0,16532.0,16532.0
2159,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20245069205352,20245069247969,2160,121,1136.0,222940.0,160.0,0.0,0.0,0.0,0.0,262144.0,674041584.0,674041584.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
2160,0,1,235,235,32768,512,0,0,32,0,32,64,bias_kernel,20245069619453,20245069622580,2161,202,1136.0,158248.0,55.0,0.0,0.0,0.0,0.0,4608.0,1967252.0,1967252.0,73728.0,0.0,0.0,0.0,0.0,51046.0,0.0,0.0,16518.0,16518.0
2161,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20245069991778,20245070034154,2162,121,1136.0,209151.0,160.0,0.0,0.0,0.0,0.0,262144.0,667957248.0,667957248.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
2162,0,1,235,235,32768,512,0,0,32,0,32,64,bias_kernel,20245070401228,20245070404355,2163,202,1136.0,154911.0,49.0,0.0,0.0,0.0,0.0,4608.0,1982092.0,1982092.0,73728.0,0.0,0.0,0.0,0.0,50876.0,0.0,0.0,16524.0,16524.0
2163,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20245070768221,20245070810838,2164,121,1221.0,230002.0,160.0,0.0,0.0,0.0,0.0,262144.0,672736168.0,672736168.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
2164,0,1,235,235,32768,512,0,0,32,0,32,64,bias_kernel,20245071175386,20245071178473,2165,202,1136.0,130585.0,46.0,0.0,0.0,0.0,0.0,4608.0,1968096.0,1968096.0,73728.0,0.0,0.0,0.0,0.0,50774.0,0.0,0.0,16518.0,16518.0
2165,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20245071543622,20245071586479,2166,121,1136.0,228766.0,160.0,0.0,0.0,0.0,0.0,262144.0,672892968.0,672892968.0,0.0,0.0,0.0,0.0,0.0,4198304.0,0.0,0.0,0.0,0.0
2166,0,1,235,235,32768,512,0,0,32,0,32,64,bias_kernel,20245071948461,20245071951548,2167,202,1136.0,126676.0,48.0,0.0,0.0,0.0,0.0,4608.0,1963412.0,1963412.0,73728.0,0.0,0.0,0.0,0.0,50848.0,0.0,0.0,16528.0,16528.0
2167,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20245072314692,20245072357470,2168,121,1136.0,229645.0,160.0,0.0,0.0,0.0,0.0,262144.0,667747432.0,667747432.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
2168,0,1,235,235,32768,512,0,0,32,0,32,64,bias_kernel,20245072721256,20245072724303,2169,202,1136.0,115108.0,53.0,0.0,0.0,0.0,0.0,4608.0,1972412.0,1972412.0,73728.0,0.0,0.0,0.0,0.0,51000.0,0.0,0.0,16520.0,16520.0
2169,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20245073091737,20245073134273,2170,121,1136.0,238918.0,160.0,0.0,0.0,0.0,0.0,262144.0,672085424.0,672085424.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
2170,0,1,235,235,32768,512,0,0,32,0,32,64,bias_kernel,20245073500625,20245073503913,2171,202,1136.0,148616.0,49.0,0.0,0.0,0.0,0.0,4608.0,1991488.0,1991488.0,73728.0,0.0,0.0,0.0,0.0,50874.0,0.0,0.0,16522.0,16522.0
2171,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20245073865053,20245073907549,2172,121,1136.0,234904.0,160.0,0.0,0.0,0.0,0.0,262144.0,669271092.0,669271092.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
2172,0,1,235,235,32768,512,0,0,32,0,32,64,bias_kernel,20245074269732,20245074272859,2173,202,1136.0,142945.0,52.0,0.0,0.0,0.0,0.0,4608.0,1939852.0,1939852.0,73728.0,0.0,0.0,0.0,0.0,50962.0,0.0,0.0,16514.0,16514.0
2173,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20245074642458,20245074685395,2174,121,1136.0,234666.0,160.0,0.0,0.0,0.0,0.0,262144.0,676456476.0,676456476.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
2174,0,1,235,235,32768,512,0,0,32,0,32,64,bias_kernel,20245075050865,20245075053992,2175,202,1136.0,134691.0,45.0,0.0,0.0,0.0,0.0,4608.0,1947040.0,1947040.0,73728.0,0.0,0.0,0.0,0.0,50752.0,0.0,0.0,16528.0,16528.0
2175,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20245075415974,20245075458671,2176,121,1136.0,209764.0,160.0,0.0,0.0,0.0,0.0,262144.0,669496124.0,669496124.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
2176,0,1,235,235,32768,512,0,0,32,0,32,64,bias_kernel,20245075825945,20245075828992,2177,202,1136.0,133971.0,47.0,0.0,0.0,0.0,0.0,4608.0,1945812.0,1945812.0,73728.0,0.0,0.0,0.0,0.0,50808.0,0.0,0.0,16520.0,16520.0
2177,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20245076192297,20245076234994,2178,121,1136.0,226572.0,160.0,0.0,0.0,0.0,0.0,262144.0,670459972.0,670459972.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
2178,0,1,235,235,32768,512,0,0,32,0,32,64,bias_kernel,20245076595412,20245076598620,2179,202,1136.0,135299.0,54.0,0.0,0.0,0.0,0.0,4608.0,1949068.0,1949068.0,73728.0,0.0,0.0,0.0,0.0,51010.0,0.0,0.0,16514.0,16514.0
2179,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20245076966294,20245077008711,2180,121,1221.0,222202.0,160.0,0.0,0.0,0.0,0.0,262144.0,664500076.0,664500076.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
2180,0,1,235,235,32768,512,0,0,32,0,32,64,bias_kernel,20245077369771,20245077372978,2181,202,1136.0,135095.0,45.0,0.0,0.0,0.0,0.0,4608.0,1973080.0,1973080.0,73728.0,0.0,0.0,0.0,0.0,50754.0,0.0,0.0,16530.0,16530.0
2181,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20245077735802,20245077778659,2182,121,1136.0,222692.0,160.0,0.0,0.0,0.0,0.0,262144.0,670713512.0,670713512.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
2182,0,1,235,235,32768,512,0,0,32,0,32,64,bias_kernel,20245078143167,20245078146214,2183,202,1136.0,137644.0,46.0,0.0,0.0,0.0,0.0,4608.0,1965944.0,1965944.0,73728.0,0.0,0.0,0.0,0.0,50762.0,0.0,0.0,16522.0,16522.0
2183,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20245078508316,20245078550572,2184,121,1136.0,225252.0,160.0,0.0,0.0,0.0,0.0,262144.0,663907796.0,663907796.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
2184,0,1,235,235,32768,512,0,0,32,0,32,64,bias_kernel,20245078911872,20245078914999,2185,202,1136.0,141733.0,44.0,0.0,0.0,0.0,0.0,4608.0,1964440.0,1964440.0,73728.0,0.0,0.0,0.0,0.0,50710.0,0.0,0.0,16518.0,16518.0
2185,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20245079276741,20245079319077,2186,121,1136.0,208595.0,160.0,0.0,0.0,0.0,0.0,262144.0,672445864.0,672445864.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
2186,0,1,235,235,32768,512,0,0,32,0,32,64,bias_kernel,20245079682341,20245079685669,2187,202,1136.0,137506.0,44.0,0.0,0.0,0.0,0.0,4608.0,1990080.0,1990080.0,73728.0,0.0,0.0,0.0,0.0,50702.0,0.0,0.0,16526.0,16526.0
2187,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20245080050417,20245080093435,2188,121,1136.0,232216.0,160.0,0.0,0.0,0.0,0.0,262144.0,667553268.0,667553268.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
2188,0,1,235,235,32768,512,0,0,32,0,32,64,bias_kernel,20245080455497,20245080458624,2189,202,1136.0,126450.0,50.0,0.0,0.0,0.0,0.0,4608.0,1907724.0,1907724.0,73728.0,0.0,0.0,0.0,0.0,50884.0,0.0,0.0,16516.0,16516.0
2189,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20245080818642,20245080861298,2190,121,1136.0,237306.0,160.0,0.0,0.0,0.0,0.0,262144.0,666940312.0,666940312.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
2190,0,1,235,235,32768,512,0,0,32,0,32,64,bias_kernel,20245081220354,20245081223481,2191,202,1136.0,130087.0,52.0,0.0,0.0,0.0,0.0,4608.0,1970164.0,1970164.0,73728.0,0.0,0.0,0.0,0.0,50980.0,0.0,0.0,16532.0,16532.0
2191,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20245081581414,20245081623750,2192,121,1136.0,219944.0,160.0,0.0,0.0,0.0,0.0,262144.0,666866828.0,666866828.0,0.0,0.0,0.0,0.0,0.0,4198304.0,0.0,0.0,0.0,0.0
2192,0,1,235,235,32768,512,0,0,32,0,32,64,bias_kernel,20245081985250,20245081988378,2193,202,1136.0,138110.0,47.0,0.0,0.0,0.0,0.0,4608.0,1971248.0,1971248.0,73728.0,0.0,0.0,0.0,0.0,50810.0,0.0,0.0,16522.0,16522.0
2193,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245084436492,20245084440862,2194,203,8295.0,175162.0,64.0,1280.0,0.0,0.0,0.0,4224.0,791860.0,791860.0,66048.0,0.0,0.0,0.0,0.0,51568.0,0.0,0.0,16512.0,16512.0
2194,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20245084866908,20245084909525,2195,121,1088.0,232095.0,160.0,0.0,0.0,0.0,0.0,262144.0,668264736.0,668264736.0,0.0,0.0,0.0,0.0,0.0,4198304.0,0.0,0.0,0.0,0.0
2195,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245085273832,20245085277962,2196,203,1221.0,141046.0,64.0,1280.0,0.0,0.0,0.0,4224.0,787240.0,787240.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2196,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20245085643191,20245085685687,2197,121,1136.0,248834.0,160.0,0.0,0.0,0.0,0.0,262144.0,665854100.0,665854100.0,0.0,0.0,0.0,0.0,0.0,4198304.0,0.0,0.0,0.0,0.0
2197,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245086050195,20245086054605,2198,203,1136.0,161908.0,64.0,1280.0,0.0,0.0,0.0,4224.0,797796.0,797796.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2198,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20245086416747,20245086459083,2199,121,1136.0,220534.0,160.0,0.0,0.0,0.0,0.0,262144.0,665304436.0,665304436.0,0.0,0.0,0.0,0.0,0.0,4198304.0,0.0,0.0,0.0,0.0
2199,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245086821907,20245086826197,2200,203,1136.0,159027.0,64.0,1280.0,0.0,0.0,0.0,4224.0,790444.0,790444.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2200,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20245087163683,20245087206260,2201,121,1136.0,227912.0,160.0,0.0,0.0,0.0,0.0,262144.0,666759124.0,666759124.0,0.0,0.0,0.0,0.0,0.0,4198304.0,0.0,0.0,0.0,0.0
2201,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245087568162,20245087572772,2202,203,1136.0,162661.0,64.0,1280.0,0.0,0.0,0.0,4224.0,821380.0,821380.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2202,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20245087934433,20245087976569,2203,121,1136.0,230764.0,160.0,0.0,0.0,0.0,0.0,262144.0,664983248.0,664983248.0,0.0,0.0,0.0,0.0,0.0,4198304.0,0.0,0.0,0.0,0.0
2203,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245088336025,20245088340114,2204,203,1136.0,152929.0,64.0,1280.0,0.0,0.0,0.0,4224.0,794724.0,794724.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2204,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245088971829,20245088976198,2205,203,1136.0,165328.0,64.0,1280.0,0.0,0.0,0.0,4224.0,770000.0,770000.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2205,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245089344194,20245089348484,2206,203,1136.0,155359.0,64.0,1280.0,0.0,0.0,0.0,4224.0,782328.0,782328.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2206,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245089713432,20245089717923,2207,203,1136.0,154362.0,64.0,1280.0,0.0,0.0,0.0,4224.0,796032.0,796032.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2207,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245090082871,20245090087401,2208,203,1136.0,151098.0,64.0,1280.0,0.0,0.0,0.0,4224.0,809244.0,809244.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2208,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245090454756,20245090459246,2209,203,1136.0,149588.0,64.0,1280.0,0.0,0.0,0.0,4224.0,811260.0,811260.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2209,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245090802425,20245090806835,2210,203,1136.0,157655.0,64.0,1280.0,0.0,0.0,0.0,4224.0,809804.0,809804.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2210,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245091171663,20245091175993,2211,203,1136.0,159425.0,64.0,1280.0,0.0,0.0,0.0,4224.0,811384.0,811384.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2211,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245091541022,20245091545432,2212,203,1136.0,151593.0,64.0,1280.0,0.0,0.0,0.0,4224.0,814460.0,814460.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2212,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245091913788,20245091918118,2213,203,1136.0,149978.0,64.0,1280.0,0.0,0.0,0.0,4224.0,781504.0,781504.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2213,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245092286795,20245092291085,2214,203,1221.0,157633.0,64.0,1280.0,0.0,0.0,0.0,4224.0,765312.0,765312.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2214,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245092660484,20245092664693,2215,203,1136.0,153694.0,64.0,1280.0,0.0,0.0,0.0,4224.0,764540.0,764540.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2215,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245093040306,20245093044596,2216,203,1136.0,150221.0,64.0,1280.0,0.0,0.0,0.0,4224.0,767168.0,767168.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2216,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245093407901,20245093412190,2217,203,1136.0,154452.0,64.0,1280.0,0.0,0.0,0.0,4224.0,773808.0,773808.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2217,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245093778783,20245093783073,2218,203,1136.0,154525.0,64.0,1280.0,0.0,0.0,0.0,4224.0,772280.0,772280.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2218,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245094153033,20245094157322,2219,203,1136.0,153078.0,64.0,1280.0,0.0,0.0,0.0,4224.0,782484.0,782484.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2219,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245094529126,20245094533216,2220,203,1136.0,157289.0,64.0,1280.0,0.0,0.0,0.0,4224.0,761396.0,761396.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2220,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245094909149,20245094913198,2221,203,1136.0,151492.0,64.0,1280.0,0.0,0.0,0.0,4224.0,732704.0,732704.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2221,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245095285724,20245095289653,2222,203,1136.0,150640.0,64.0,1280.0,0.0,0.0,0.0,4224.0,722164.0,722164.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2222,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245095669476,20245095673445,2223,203,1136.0,169104.0,64.0,1280.0,0.0,0.0,0.0,4224.0,756456.0,756456.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2223,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245096063450,20245096067419,2224,203,1136.0,150233.0,64.0,1280.0,0.0,0.0,0.0,4224.0,758844.0,758844.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2224,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245096440065,20245096444074,2225,203,1136.0,154800.0,64.0,1280.0,0.0,0.0,0.0,4224.0,758208.0,758208.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2225,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245096813273,20245096817482,2226,203,1136.0,154432.0,64.0,1280.0,0.0,0.0,0.0,4224.0,766948.0,766948.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2226,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245097194899,20245097199069,2227,203,1136.0,148735.0,64.0,1280.0,0.0,0.0,0.0,4224.0,775340.0,775340.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2227,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245097575604,20245097579773,2228,203,1136.0,154138.0,64.0,1280.0,0.0,0.0,0.0,4224.0,766248.0,766248.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2228,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245097954384,20245097958513,2229,203,1136.0,157475.0,64.0,1280.0,0.0,0.0,0.0,4224.0,757844.0,757844.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2229,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245098345993,20245098350122,2230,203,1136.0,157351.0,64.0,1280.0,0.0,0.0,0.0,4224.0,761472.0,761472.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2230,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245098734475,20245098738404,2231,203,1136.0,154299.0,64.0,1280.0,0.0,0.0,0.0,4224.0,748480.0,748480.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2231,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245099119148,20245099123077,2232,203,1136.0,149311.0,64.0,1280.0,0.0,0.0,0.0,4224.0,729228.0,729228.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2232,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245099497728,20245099501697,2233,203,1136.0,147794.0,64.0,1280.0,0.0,0.0,0.0,4224.0,758608.0,758608.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2233,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245099888575,20245099892785,2234,203,1136.0,148045.0,64.0,1280.0,0.0,0.0,0.0,4224.0,755648.0,755648.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2234,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245100279382,20245100283592,2235,203,1136.0,151143.0,64.0,1280.0,0.0,0.0,0.0,4224.0,768072.0,768072.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2235,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245100660127,20245100664337,2236,203,1136.0,157372.0,64.0,1280.0,0.0,0.0,0.0,4224.0,766780.0,766780.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
2236,0,1,235,235,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",20245101066931,20245101109227,2237,121,9109.0,233303.0,160.0,0.0,0.0,0.0,0.0,262144.0,667564192.0,667564192.0,0.0,0.0,0.0,0.0,0.0,4198320.0,0.0,0.0,0.0,0.0
2237,0,1,235,235,8192,256,0,0,88,0,32,64,bias_kernel,20245101504203,20245101508533,2238,203,1136.0,159711.0,64.0,1280.0,0.0,0.0,0.0,4224.0,798708.0,798708.0,66048.0,0.0,0.0,0.0,0.0,51552.0,0.0,0.0,16512.0,16512.0
